1,0.0879,2.4469216400146485,105
2,0.0924,2.5466706466674807,130
3,0.0917,2.676620556640625,154
4,0.0974,3.104852020263672,202
5,0.0974,6.375923013305664,251
6,0.0974,24.50339853515625,273
7,0.0974,25.022657470703123,311
8,0.0974,25.022657470703123,326
9,0.098,nan,353
10,0.098,nan,382
11,0.098,nan,420
12,0.098,nan,441
13,0.098,nan,464
14,0.098,nan,488
15,0.098,nan,508
16,0.098,nan,547
17,0.098,nan,577
18,0.098,nan,628
19,0.098,nan,679
20,0.098,nan,739
21,0.098,nan,772
22,0.098,nan,842
23,0.098,nan,895
24,0.098,nan,936
25,0.098,nan,980
26,0.098,nan,1024
27,0.098,nan,1068
28,0.098,nan,1116
29,0.098,nan,1156
30,0.098,nan,1211
31,0.098,nan,1263
32,0.098,nan,1311
33,0.098,nan,1368
34,0.098,nan,1404
35,0.098,nan,1457
36,0.098,nan,1522
37,0.098,nan,1598
38,0.098,nan,1693
39,0.098,nan,1737
40,0.098,nan,1805
41,0.098,nan,1865
42,0.098,nan,1915
43,0.098,nan,1986
44,0.098,nan,2049
45,0.098,nan,2090
46,0.098,nan,2172
47,0.098,nan,2228
48,0.098,nan,2293
49,0.098,nan,2347
50,0.098,nan,2402
51,0.098,nan,2458
52,0.098,nan,2513
53,0.098,nan,2571
54,0.098,nan,2620
55,0.098,nan,2693
56,0.098,nan,2759
57,0.098,nan,2832
58,0.098,nan,2897
