1,0.2564,2.1465101470947268,102
2,0.5419,1.8918008972167968,133
3,0.6768,1.5988393005371093,154
4,0.7378,1.3129236862182616,202
5,0.7801,1.0828676956176757,253
6,0.81,0.9166969619750976,294
7,0.8291,0.7995360218048095,311
8,0.8421,0.7149110561370849,325
9,0.8504,0.6512447269439697,352
10,0.8571,0.6023657001495362,383
11,0.8635,0.5636502460479736,420
12,0.8682,0.5319239027023316,448
13,0.8729,0.5065164714813233,468
14,0.8778,0.4841349578857422,488
15,0.8812,0.4658040456771851,504
16,0.8837,0.4498651908874512,539
17,0.8869,0.4357056303024292,560
18,0.8901,0.42327584400177004,594
19,0.8922,0.412851255607605,665
20,0.8935,0.4037705858230591,695
21,0.895,0.39623034420013425,746
22,0.8978,0.3880060754776001,780
23,0.8982,0.3806712547302246,856
24,0.9006,0.37577051105499265,915
25,0.9017,0.36940195274353027,963
26,0.9026,0.36334157791137695,1012
27,0.9034,0.3594762939453125,1051
28,0.9046,0.353768688583374,1097
29,0.9058,0.3494994253158569,1146
30,0.9059,0.3453007844924927,1186
31,0.9074,0.3416363149642944,1246
32,0.9083,0.3372178875923157,1303
33,0.9088,0.33424890871047974,1366
34,0.9085,0.33087419967651366,1417
35,0.9105,0.32758837985992434,1482
36,0.9108,0.3243713988304138,1561
