1,0.2595,2.1466343399047854,169
2,0.5394,1.8922449890136719,312
3,0.6729,1.5978887191772462,347
4,0.737,1.3113487518310547,394
5,0.7834,1.0815713996887206,413
6,0.8087,0.9164854759216309,428
7,0.8296,0.7992475147247314,498
8,0.8437,0.71479232711792,590
9,0.8521,0.6514570960998535,679
10,0.86,0.6028836185455322,772
11,0.8645,0.5638375553131103,834
12,0.8686,0.5325250131607056,899
13,0.8724,0.5107149925231934,977
14,0.8763,0.4879699440002441,1011
15,0.8807,0.4687938446044922,1075
16,0.8834,0.4557185369491577,1168
17,0.8859,0.44131828441619875,1214
18,0.8894,0.42807951107025144,1236
19,0.8926,0.416663733291626,1322
20,0.8937,0.4066873151779175,1369
21,0.8952,0.3979628141403198,1484
22,0.8958,0.39076754875183106,1577
23,0.8971,0.3839049186706543,1698
24,0.8993,0.37744459438323974,1786
25,0.9015,0.37029377517700196,1866
26,0.9023,0.3659049394607544,1970
27,0.9034,0.3606000951766968,2061
28,0.9041,0.35491922836303713,2147
29,0.9031,0.35223161907196043,2199
30,0.9067,0.34647973690032957,2274
31,0.9061,0.3433103086471558,2336
32,0.9077,0.33817077741622925,2457
33,0.9089,0.3344696217536926,2535
34,0.91,0.3315418423652649,2567
35,0.9109,0.32847346315383913,2643
36,0.9104,0.32444144859313967,2777
37,0.9118,0.32207330007553103,2861
38,0.9126,0.31891859378814696,2958
39,0.9135,0.31615856075286863,3079
40,0.9121,0.31391874380111695,3201
41,0.9147,0.31051323232650757,3300
42,0.915,0.30852759351730347,3399
43,0.9158,0.30600131731033325,3487
44,0.9156,0.3034879797935486,3576
