1,0.2088,2.192248661804199,102
2,0.4251,2.003132897949219,134
3,0.6001,1.7942741577148438,154
4,0.6785,1.5690325561523437,203
5,0.7189,1.3557097366333009,254
6,0.7668,1.175762099456787,294
7,0.788,1.034412392425537,312
8,0.803,0.9264212280273437,329
9,0.8209,0.8428228652954102,365
10,0.8308,0.7769240974426269,394
11,0.839,0.7250977947235108,423
12,0.8438,0.6820606094360352,454
13,0.8497,0.6458679397583008,470
14,0.8546,0.6159495712280273,494
15,0.8565,0.5957798961639404,530
16,0.8604,0.5720017307281494,557
17,0.8651,0.5523830543518067,595
18,0.8662,0.5376737150192261,665
19,0.8695,0.5214994091033935,699
20,0.8695,0.509576417541504,752
21,0.8721,0.49885426254272464,801
22,0.8731,0.48992939109802247,867
23,0.8772,0.4803722993850708,922
24,0.8787,0.469612744140625,969
25,0.8801,0.4616309028625488,1019
26,0.8815,0.4546560026168823,1067
27,0.8827,0.44673338832855225,1111
28,0.8851,0.43908133068084715,1151
29,0.8862,0.4339962694168091,1199
30,0.8867,0.42919389152526854,1236
31,0.8882,0.4238680116653442,1280
32,0.8895,0.4182832935333252,1327
33,0.8913,0.41371377754211425,1377
34,0.8913,0.40984770221710204,1418
35,0.8932,0.405571994972229,1464
36,0.8925,0.4019813791275024,1522
37,0.8944,0.39802006301879883,1601
38,0.894,0.3951187149047852,1666
39,0.8961,0.39049888134002686,1731
40,0.8968,0.3867793979644775,1790
41,0.8966,0.38427087383270264,1844
42,0.8976,0.3807448120117187,1892
43,0.8983,0.377224108505249,1935
44,0.8996,0.3737603811264038,1983
45,0.8994,0.3714319492340088,2040
46,0.8997,0.3690512882232666,2085
47,0.9011,0.3662088804244995,2146
48,0.9013,0.3642867807388306,2195
49,0.9018,0.361195676612854,2237
50,0.9022,0.35833549633026124,2294
51,0.9036,0.3561788131713867,2336
52,0.9029,0.3546119064331055,2386
53,0.9041,0.3519259431838989,2437
54,0.9051,0.3503467395782471,2498
55,0.9051,0.3481832778930664,2543
56,0.9047,0.34566983757019043,2590
57,0.9059,0.343997026348114,2642
58,0.906,0.34285615921020507,2714
59,0.9068,0.3404347357749939,2776
