1,0.2115,2.189975923156738,101
2,0.4387,2.0008341125488283,132
3,0.6057,1.7923842727661132,153
4,0.6791,1.5665967071533202,200
5,0.7252,1.3521880279541016,250
6,0.7563,1.1731597091674804,269
7,0.7905,1.0324382736206055,301
8,0.8094,0.9253340347290039,319
9,0.8231,0.8411267658233642,337
10,0.8317,0.7759251419067383,375
11,0.8383,0.7248690258026123,410
12,0.846,0.6832139144897461,432
13,0.8494,0.6471639240264893,461
14,0.8533,0.6164466613769531,479
15,0.8556,0.590745223236084,496
16,0.8633,0.5679270729064941,513
17,0.8638,0.5486475112915039,545
18,0.8684,0.5314022619247436,574
19,0.8689,0.5167220119476318,619
20,0.8718,0.502597820854187,650
21,0.874,0.49101229496002197,685
22,0.8753,0.4820681413650513,731
23,0.8799,0.4711019584655762,762
24,0.8792,0.46249051303863525,836
25,0.8816,0.4552951879501343,885
